,"﻿""osmid""",name,amenity,emergency,geological,historic,leisure,man_made,office,shop,sport,tourism,craft,Longitude,Latitude
1599178,990691749,Mensa Université de Fribourg Pérolles 2,restaurant,,,,,,,,,,,7.1577381,46.7937502
1599179,990697204,EPAI-FR,school,,,,,,,,,,,7.1568324,46.8079556
1599180,990697620,EPAI-FR,school,,,,,,,,,,,7.1569557,46.8091489
1599232,990891405,6 bar,bar,,,,,,,,,,,6.6383003,46.7802069
1599233,990891406,L'Intemporel Café,pub,,,,,,,,,,,6.6402533,46.7791222
1599234,990891407,Highland's Pub,pub,,,,,,,,,,,6.637572,46.7797999
1599235,990891408,Le Double R,fast_food,,,,,,,,,,,6.6377512,46.7800094
1600138,991796974,Energiebrunnen,fountain,,,,,,,,,,,10.4115084,47.685794
1600147,991797084,Gasthaus Adler,restaurant,,,,,,,,,,,10.4130169,47.6850337
1600266,991909033,Oberwil bei Zug,post_office,,,,,,,,,,,8.5061929,47.1463443
1600355,991918012,UBS,bank,,,,,,,,,,,8.8529581,47.1905253
1600505,992071928,EMS,hospital,,,,,,,,,,,6.1701242,46.1997286
1601075,992668430,Clinique Belmont,hospital,,,,,,,,,,,6.1657775,46.1998227
1601228,992813052,Temple,place_of_worship,,,,,,,,,,,6.1886508,46.1978107
1601337,992881764,Augstbord,cafe,,,,,,,,,,,7.7982987,46.2853971
1601357,992904258,Deutsche Post,post_office,,,,,,,,,,,8.4447998,47.7451424
1601617,993033894,Raiffeisenbank,bank,,,,,,,,,,,7.7988446,46.2850228
1601630,993055232,Postagentur Unterbäch,post_office,,,,,,,,,,,7.7982706,46.2851006
1601866,993244840,Rosie's,restaurant,,,,,,,,,,,7.5980574,46.7619356
1601873,993244971,Ofestübli,cafe,,,,,,,,,,,7.6012865,46.7653516
1601914,993432970,Zürich Seebach / Katzenbachstrasse,car_sharing,,,,,,,,,,,8.54485,47.42394
1601915,993432981,Savigny Parking du centre,car_sharing,,,,,,,,,,,6.73138,46.53865
1601916,993432996,Zürich Birchstrasse / Wehntalerstrasse,car_sharing,,,,,,,,,,,8.53444,47.4044
1601917,993433019,Aarau Aarepark,car_sharing,,,,,,,,,,,8.03994,47.39647
1601918,993433026,Lausanne Placette du Nord,car_sharing,,,,,,,,,,,6.63774,46.5259
1601919,993433029,Basel Gärtnerstrasse,car_sharing,,,,,,,,,,,7.59174,47.57647
1601920,993433041,Zürich Hegibachplatz / Minervastrasse,car_sharing,,,,,,,,,,,8.56022,47.36239
1602284,993633345,Hirschen,restaurant,,,,,,,,,,,8.3226479,47.3085658
1603017,994003206,Point Favre,parking,,,,,,,,,,,6.1947864,46.1947519
1603215,994128660,Scuola di Sci Barzio Piani di Bobbio - Valtorta,school,,,,,,,,,,,9.4886154,45.9614362
1603216,994128668,Ristò Funivia,restaurant,,,,,,,,,,,9.4887995,45.9613582
1603356,994392629,Age d'Or,restaurant,,,,,,,,,,,6.1422552,46.2080041
1603357,994393139,Amavita,pharmacy,,,,,,,,,,,6.1429074,46.2103726
1603838,994965853,Dorfbeizli,restaurant,,,,,,,,,,,7.9066073,47.441191
1604233,995356578,Post Schaan,post_office,,,,,,,,,,,9.5084171,47.1675812
1604234,995356593,LLB Geschäftsstelle Schaan,bank,,,,,,,,,,,9.5086122,47.1651534
1604235,995356599,Apotheke am Postplatz,pharmacy,,,,,,,,,,,9.5084901,47.1677841
1604272,995386798,Orient Café & Restaurant,restaurant,,,,,,,,,,,9.5091436,47.168184
1604314,995417149,UBS,bank,,,,,,,,,,,10.0581623,46.3265423
1604317,995419966,GKB,bank,,,,,,,,,,,10.0576979,46.3255027
1604324,995434154,Commune di Poschiavo,townhall,,,,,,,,,,,10.0557933,46.3233392
1604468,995689049,Temple du sentier,place_of_worship,,,,,,,,,,,6.231857,46.608309
1604482,995808718,Iller Apotheke,pharmacy,,,,,,,,,,,10.2575452,47.5430074
1604490,995822100,Alpen Apotheke,pharmacy,,,,,,,,,,,10.2138747,47.5595622
1604491,995822787,Apotheke am Rathaus,pharmacy,,,,,,,,,,,10.2193599,47.5597703
1604498,995825920,Stadtapotheke,pharmacy,,,,,,,,,,,10.2204966,47.5590497
1605079,996398352,Pizza Bella,restaurant,,,,,,,,,,,6.2361929,46.1977346
1605372,996429517,Ferme du Mt Mussy,cafe,,,,,,,,,,,6.1221823,46.3528802
1605528,996594733,"Altglas, Aluminium, Weissblech",recycling,,,,,,,,,,,7.9532033,47.5471868
1605837,996908091,Restaurant Postigliun,restaurant,,,,,,,,,hotel,,8.775531,46.6805441
1605872,996948007,Waldparkplatz,parking,,,,,,,,,,,8.0631951,47.5537436
1606628,997693060,Hirsch,restaurant,,,,,,,,,,,10.2184457,47.5604906
1606640,997701726,La Perla,restaurant,,,,,,,,,,,10.2217827,47.5575155
1607072,998023293,ZKB,atm,,,,,,,,,,,8.4267883,47.174995
1607640,998356300,Le Centenaire,restaurant,,,,,,,,,,,6.6232153,46.5263367
1608024,998688695,BCV,atm,,,,,,,,,,,6.627441,46.52266
1608098,998736573,Sternen,restaurant,,,,,,,,,,,7.1943554,46.9086112
1608262,998868404,Bivacco Ferrario,shelter,,,,,,,,,,,9.3907517,45.9218711
1608330,999070491,Lobpreiskapelle,place_of_worship,,,,,,,,,,,7.7674812,46.5486506
1608366,999103663,zahnarztzentrum.ch,dentist,,,,,,,,,,,8.3040857,47.0519712
1608420,999137879,Salle Communale,public_building,,,,,,,,,,,6.0743459,46.1783576
1608889,999515358,See-Apotheke,pharmacy,,,,,,,,,,,8.3082673,47.0528764
1608971,999559094,Grohmann,dentist,,,,,,,,,,,8.275546,47.6350185
1609320,999999773,Silberkugel,restaurant,,,,,,,,,,,8.5341835,47.3665839
1609475,1000073064,Alphütte,shelter,,,,,,,,,,,7.5680654,46.6969655
1609816,1000690098,Pulverhüsli,parking,,,,,,,,,,,8.6363428,47.6759149
1610057,1000817499,aqua mühle,parking,,,,,,,,,,,9.62965,47.2196298
1610059,1000817935,aqua mühle,parking,,,,,,,,,,,9.6293242,47.2193315
1610060,1000818813,mühlecafe,cafe,,,,,,,,,,,9.6294255,47.2194877
1610381,1001130736,St. Martin,place_of_worship,,,,,,,,,,,9.7524368,47.5555176
1610649,1001399875,Tiefgarage SAL / Lindaplatz,parking,,,,,,,,,,,9.5089161,47.1666842
1610868,1001516309,Schützenhaus Uhwiesen,parking,,,,,,,,,,,8.6500259,47.6687873
1611292,1002391792,Kantonspolizei Schwyz,police,,,,,,,,,,,8.8569221,47.191031
1611316,1002417188,Subway,fast_food,,,,,,,,,,,8.2714372,47.3505083
1611447,1002580653,Garascha Plauns,fuel,,,,,,,,,,,8.7555654,46.675953
1611536,1002683681,Dr. Michael Greiner,dentist,,,,,,,,,,,10.329726,47.710599
1611539,1002683740,Fahrschule Höbel,driving_school,,,,,,,,,,,10.3301306,47.7125427
1611974,1003145079,Kirche,place_of_worship,,,,,,,,,,,9.6394278,47.4041557
1611975,1003145084,Conditorei Huber,cafe,,,,,,,,,,,9.6347951,47.4046251
1612491,1003873426,Campingstüble,restaurant,,,,,,,,,,,7.9012709,47.7916462
1612554,1003935160,"Glas, Dosen",recycling,,,,,,,,,,,9.3396386,47.4037578
1613058,1004434937,Gustoil,fuel,,,,,,,,,,,7.5870312,47.0916635
1613173,1004501999,Hochschule für Heilpädagogik,university,,,,,,,,,,,8.5465683,47.4028415
1613175,1004502002,Smeiley's,restaurant,,,,,,,,,,,8.5471665,47.4034424
1613242,1004608094,Église,place_of_worship,,,,,,,,,,,6.7985844,45.89035
1613243,1004608106,"Groupe scolaire, École des Houches",school,,,,,,,,,,,6.7981122,45.8913491
1613244,1004610173,Le Sud,bar,,,,,,,,,,,6.3724666,46.2658252
1613255,1004669959,Toni's Bar Funivia,cafe,,,,,,,,,,,9.4283394,45.8633926
1613256,1004670019,Bar Funivia,cafe,,,,,,,,,,,9.4477155,45.8647248
1613706,1005260313,Lysserbrunnen,shelter,,,,,,,,,,,7.2552278,47.1630956
1613803,1005310681,Hebelschulhaus,school,,,,,,,,,,,7.6360828,47.5723428
1613973,1005393279,Kinderfreundehaus,shelter,,,,,,,,,hut,,7.2060778,47.1423809
1614150,1005551359,postbox,post_box,,,,,,,,,,,7.814428,47.5205755
1614161,1005609740,Primarschule Märit,school,,,,,,,,,,,7.0964203,47.0444414
1614162,1005609744,Oberstufenschule Erlach OSSE,school,,,,,,,,,,,7.098668,47.0391626
1614163,1005609748,Restaurant Amthaus,restaurant,,,,,,,,,,,7.0968137,47.042131
1614164,1005609754,Stedtlibar,bar,,,,,,,,,,,7.0971231,47.0428
1614165,1005609755,La p'tite Grenouille,restaurant,,,,,,,,,,,7.0979752,47.0466674
1614167,1005609765,Swisscom Public Phone,telephone,,,,,,,,,,,7.0969407,47.0435494
1614168,1005609766,Drogerie Bessard,pharmacy,,,,,,,,,,,7.0970104,47.0433849
1614170,1005609768,Police Bern,police,,,,,,,,,,,7.0962701,47.0416485
1614172,1005609770,Restaurant Margherita,restaurant,,,,,,,,,,,7.0969621,47.0436189
1614173,1005609772,Restaurant Du Port,restaurant,,,,,,,,,,,7.0990489,47.0450701
1614191,1005621196,Parcheggio,parking,,,,,,,,,,,9.4097993,45.8013533
1614200,1005640742,Parcheggio,parking,,,,,,,,,,,9.4040165,45.8067981
1614232,1005669891,Schule Brünigen,school,,,,,,,,,,,8.1355613,46.7521479
1614241,1005672302,Restaurant Strand,restaurant,,,,,,,,,,,7.1091977,47.0358671
1614242,1005672307,"Cafeteria ""Mühle""",cafe,,,,,,,,,,,7.0742325,47.0262947
1614243,1005672315,Restaurant Rebstock,restaurant,,,,,,,,,,,7.0766894,47.0254829
1614247,1005672328,Reformierte Kirche Erlach,place_of_worship,,,,,,,,,,,7.0957947,47.041828
1614248,1005672329,Bistro-Shop St.Petersinsel Nord,cafe,,,,,,,,,,,7.1370552,47.0677166
1614355,1005732642,UBS Ins,bank,,,,,,,,,,,7.1039768,47.0053703
1614357,1005732659,Landi,fuel,,,,,,,doityourself,,,,7.107865,46.9960461
1614358,1005732665,Garage Lüthi Ins,fuel,,,,,,,,,,,7.114943,47.0043418
1614363,1005732703,Raiffeisen,bank,,,,,,,,,,,7.1053668,47.0057504
1614424,1005808262,Forsteibrunnen,pub,,,,,,,,,,,8.9670093,47.7375681
1614425,1005808265,Royal Thai,restaurant,,,,,,,,,,,8.96932,47.7367586
1614428,1005808280,Hirschklause,pub,,,,,,,,,,,8.9670761,47.7372945
1614434,1005808316,Zwirners,restaurant,,,,,,,,,,,8.9684347,47.7376178
1614436,1005808337,Residenz-Apotheke,pharmacy,,,,,,,,,,,8.9683189,47.7380123
1614448,1005808428,essbar,restaurant,,,,,,,,,,,8.9684893,47.7374692
1614453,1005808448,Fernando,restaurant,,,,,,,,,,,8.9671641,47.7378875
1614457,1005808471,Gartenwirtschaft Kreuz,biergarten,,,,,,,,,,,8.9708938,47.7371341
1614459,1005808484,Altstadt Restaurant-Cafe,restaurant,,,,,,,,,,,8.9668048,47.7373735
1614469,1005808552,Maximilian,pub,,,,,,,,,,,8.9673668,47.7379115
1614486,1005822875,Café Konditorei Kunz,cafe,,,,,,,bakery,,,confectionery,7.9526497,47.5466991
1614606,1005896364,Raiffeisenbank Widnau,bank,,,,,,,,,,,9.6356562,47.4039511
1614607,1005896366,Schulhaus Rüti,school,,,,,,,,,,,9.6377986,47.4046308
1614608,1005896368,Schulhaus Wyden,school,,,,,,,,,,,9.6371876,47.402707
1614644,1005929461,Kindergarten Rüti,kindergarten,,,,,,,,,,,9.6370772,47.4038302
1614714,1006011367,Bivacco 89a Brigata Poletti,shelter,,,,,,,,,,,9.3645609,45.9699599
1615866,1008433214,Landi Koppigen,fuel,,,,,,,,,,,7.6152964,47.1304493
1615914,1008534560,Ratatouille,restaurant,,,,,,,,,,,8.9481188,46.0343061
1615916,1008534640,Hotel Dante Lugano,parking,,,,,,,,,,,8.9496509,46.004041
1615917,1008534671,New Orleans Club,bar,,,,,,,,,,,8.9548172,46.0053724
1615931,1008617472,Ermitage,restaurant,,,,,,,,,hotel,,7.1267515,46.4711798
1615932,1008617512,Richemont,restaurant,,,,,,,,,,,7.1258286,46.4715061
1615943,1008617945,Église Evangelique Clos-Riant,place_of_worship,,,,,,,,,,,7.1242779,46.4726614
1615948,1008618090,Babylone Café,cafe,,,,,,,,,,,7.1290486,46.4734802
1615949,1008618148,Amavita,pharmacy,,,,,,,,,,,7.1305533,46.4738916
1615951,1008618252,Station Lavage,car_wash,,,,,,,,,,,7.1340323,46.4753008
1615955,1008618345,Dr. Long Le Hoang,dentist,,,,,,,,,,,7.1284957,46.474124
1615958,1008618446,Au Montagnard,restaurant,,,,,,,,,,,7.1284941,46.4732368
1615959,1008618473,St. Peters Anglican Church,place_of_worship,,,,,,,,,,,7.1285506,46.4734973
1615960,1008618535,Café des Alpes,cafe,,,,,,,,,,,7.1259462,46.4717535
1615961,1008618690,Haroun,pharmacy,,,,,,,,,,,7.1290725,46.4735162
1616009,1008677103,Buffet de la Gare,restaurant,,,,,,,,,hotel,,7.1322599,46.474548
1616049,1008737878,Pinte de Meyriez,restaurant,,,,,,,,,,,7.1074193,46.9249789
1616168,1008899786,Garage Rohrbach,fuel,,,,,,,,,,,7.5265435,47.0867916
1616199,1008975999,Guérite Brûlefer,cafe,,,,,,,,,,,7.3725493,46.2430315
1616258,1009076878,Médiathèque Valais - Martigny,library,,,,,,,,,,,7.0750471,46.1031362
1616512,1010474228,McDonalds,fast_food,,,,,,,,,,,7.3607413,47.3627227
1616610,1010578263,Paul's,restaurant,,,,,,,,,,,9.6423798,47.4123194
1616788,1010734023,Eglise catholique,place_of_worship,,,,,,,,,,,7.0674916,47.178004
1616789,1010734116,Temple,place_of_worship,,,,,,,,,,,7.0692818,47.1802183
1617747,1011476877,Banque Raiffeisen,bank,,,,,,,,,,,7.2838479,47.2367114
1617799,1011560635,Restaurant de la Place,restaurant,,,,,,,,,,,7.2707888,47.2383018
1618567,1012265347,Restaurant de l'Aigle Noir,restaurant,,,,,,,,,hotel,,7.0663904,46.7687034
1618997,1012584618,S-Presso,fast_food,,,,,,,,,,,10.3229255,47.7038861
1619055,1012621246,Couvert du Sapin président,shelter,,,,,,,,,,,6.417149,46.8179357
1619275,1012705063,Centre de Secours de Châtenois-les-Forges,fire_station,,,,,,,,,,,6.8531601,47.5575927
1619305,1012715952,Hartl's Pilsbar,pub,,,,,,,,,,,10.3294904,47.6770924
1619310,1012716012,Seerose,restaurant,,,,,,,,,,,10.3294538,47.6768977
1620821,1013813602,Chef Lieu,parking,,,,,,,,,,,6.7986457,45.8915867
1620897,1013891711,Châlet La Mathoulaz,restaurant,,,,,,,,,,,6.4782147,46.76618
1620982,1013988622,Plätzli,cafe,,,,,,,,,,,8.6420268,46.8825058
1621116,1014207333,Brasserie Bodu,restaurant,,,,,,,,,,,8.3057626,47.0519406
1621134,1014231758,Engel,restaurant,,,,,,,,,,,8.996592,47.4615908
1621135,1014231760,Remy,bar,,,,,,,,,,,9.0003995,47.4628722
1621136,1014231761,Sammelstelle Lindenstrasse,recycling,,,,,,,,,,,8.9891247,47.4620115
1621536,1014498846,L'Escale,restaurant,,,,,,,,,hotel,,7.2146048,46.0811291
1621559,1014513017,Bei Miguel,pub,,,,,,,,,,,8.302278,47.0475079
1621941,1014936029,Migrol,car_wash,,,,,,,,,,,7.4906448,47.0173923
1622038,1015050012,FW Abteilung 3 Langenau,fire_station,,,,,,,,,,,7.7994705,47.6607462
1622373,1015378461,Bar San Gottardo,bar,,,,,,,,,,,9.0416005,46.2160283
1622375,1015382779,Pizzeria da Franco,restaurant,,,,,,,,,,,8.9053512,46.3815157
1622376,1015382782,Osteria Bar Ticino,restaurant,,,,,,,,,,,8.9057376,46.381268
1622478,1015581939,Le Nant d'Avril,restaurant,,,,,,,,,,,6.0595092,46.2250434
1622493,1015613602,Feuerwehr Stadt Luzern Bootshaus,fire_station,,,,,,,,,,,8.3149509,47.0485614
1622595,1015716198,BENU Apotheke,pharmacy,,,,,,,,,,,7.1915066,46.8468804
1622880,1016012577,Subway,fast_food,,,,,,,,,,,8.5252927,47.376487
1622881,1016012582,vacant,bar,,,,,,,,,,,8.5266845,47.3780875
1622889,1016017389,"Le Châtelet, Restaurant du",restaurant,,,,,,,,,,,7.1253669,46.0037885
1622933,1016121531,"Le Catogne, Gîte Restaurant",restaurant,,,,,,,,,hotel,,7.1500374,46.053436
1623147,1016443171,Rock In,bar,,,,,,,,,,,7.8072273,47.6478383
1623166,1016463954,Restaurant im Lus,restaurant,,,,,,,,,,,7.8102674,47.6436063
1623250,1016551104,Subway,nightclub,,,,,,,,,,,8.3441563,47.3510806
1623252,1016551259,Barracuda Bar,bar,,,,,,,,,,,8.3441449,47.3511004
1623273,1016578619,Ortsverwaltung,townhall,,,,,,,,,information,,7.7992871,47.6605948
1623274,1016580258,Jugend- und Familienberatung,social_facility,,,,,,,,,,,8.3450277,47.3505427
1623528,1017727935,Amavita,pharmacy,,,,,,,,,,,6.143467,46.2080788
1623530,1017728319,Cinéma Central,cinema,,,,,,,,,,,6.1433081,46.2080991
1623547,1017736585,Pharmacie Populaire,pharmacy,,,,,,,,,,,6.135606,46.213974
1623549,1017737845,Starbucks,cafe,,,,,,,,,,,6.1436628,46.2092884
1623692,1017968943,Wehrawald Reha-Klinik der DRV,hospital,,,,,,,,,,,7.9987476,47.7337746
1624107,1018488425,Schwimmbad,bicycle_parking,,,,,,,,,,,7.8360997,47.652609
1624140,1018510301,Amtsgericht Schopfheim,courthouse,,,,,,,,,,,7.8184756,47.6489509
1624270,1018751168,Landgasthof Rössli,restaurant,,,,,,,,,,,9.0971889,47.3933928
1624342,1018822536,Restaurant Trattoria Del Falco,restaurant,,,,,,,,,,,9.2917851,46.1613276
1624343,1018822537,Municipio di Peglio,townhall,,,,,,,,,,,9.2932878,46.1600883
1624346,1018822572,Trattoria a Bar Tanera,restaurant,,,,,,,,,,,9.2959164,46.1605786
1624375,1018843591,Weiler im Allgäu,bus_station,,,,,,,,,,,9.9177432,47.5838281
1624483,1018921765,Spielgruppe,school,,,,,,,,,,,7.7269287,46.6624958
1624542,1018992409,Fahrschule Schorer,driving_school,,,,,,,,,,,9.8898791,47.6018063
1624545,1018992427,Wochenmarkt,marketplace,,,,,,,,,,,9.8865835,47.6011632
1624576,1019037554,Sternensee,restaurant,,,,,,,,,,,8.6910564,47.1969782
1624869,1019436017,La Mandria,restaurant,,,,,,,,,,,7.7535132,45.8596128
1624871,1019436474,Albergo del Ponte,restaurant,,,,,,,,,,,7.8475207,45.857828
1625050,1019710078,evangelischer Kindergarten St. Josef,kindergarten,,,,,,,,,,,8.9724084,47.7377994
1625051,1019710636,Narrenbrunnen,fountain,,,,,,,,,artwork,,8.9683085,47.7379722
1625103,1019747856,Handwerkerbrunnen,fountain,,,,,,,,,,,8.9665913,47.738224
1625112,1019762745,St. Antonius,kindergarten,,,,,,,,,,,8.9664357,47.7425926
1625169,1019840227,Kinderkrippe Seepferdchen,kindergarten,,,,,,,,,,,8.9689697,47.7397598
1625265,1019965167,Drei Tannen,restaurant,,,,,,,,,,,7.293497,47.1172772
1625268,1019965180,Migrol,fuel,,,,,,,,,,,7.3009621,47.1138754
1625269,1019965181,Linde,restaurant,,,,,,,,,,,7.3015281,47.1134117
1625306,1020030934,Bahnhof,restaurant,,,,,,,,,,,7.2791711,47.1235904
1625835,1020532257,Friedhof,parking,,,,,,,,,,,9.279234,47.6961832
1625864,1020576465,Rathaus Liggeringen,townhall,,,,,,,,,,,9.0284749,47.7746699
1625880,1020601839,Le Cyrano,restaurant,,,,,,,,,,,7.2395312,47.1497998
1625899,1020611476,Wassertrog,fountain,,,,,,,,,,,9.0288923,47.7738851
1625938,1020663133,De-Châteaubriand,ferry_terminal,,,,,,,,,,,6.1519344,46.2176687
1626029,1020808131,Wertstoffhof,recycling,,,,,,,,,,,9.8275456,47.6430543
1626030,1020808687,Fatima,restaurant,,,,,,,,,,,9.8316111,47.6421723
1626217,1021069290,Nostalgiekino Universum,cinema,,,,,,,,,,,8.9722114,47.7394929
1626694,1022398400,7012 Felsberg,post_office,,,,,,,,,,,9.4776446,46.8447023
1626833,1022557943,"Briefeinwurf Hünenberg, Bushaltestelle",post_box,,,,,,,,,,,8.4304876,47.178773
1626888,1022612487,Amavita,pharmacy,,,,,,,,,,,7.4140657,46.9231331
1627060,1022782176,Garten- & Grünabfälle,recycling,,,,,,,,,,,7.956023,47.5486227
1627190,1022950126,Colonia,bar,,,,,,,,,,,9.652898,47.7432518
1628121,1024029494,Toros Imbiss,fast_food,,,,,,,,,,,8.545719,47.409058
1628153,1024090989,poh Saigon Take Away,fast_food,,,,,,,,,,,8.547717,47.4024817
1628154,1024090991,Hirschwiesen,post_office,,,,,,,,,,,8.5440373,47.4003059
1628155,1024090994,Kern,cafe,,,,,,,bakery,,,,8.5476505,47.4036988
1628156,1024090996,Kwang Chow,restaurant,,,,,,,,,,,8.5451633,47.4011184
1628173,1024107477,Domino's Pizza,fast_food,,,,,,,,,,,8.5448933,47.4091332
1628235,1024140167,Burtignière,bicycle_rental,,,,,,,,,,,6.482277,46.5106935
1628236,1024140213,Delay,bicycle_rental,,,,,,,,,,,6.4879187,46.5152794
1628394,1024665704,Ittigen (BE) Kappelisacker,car_sharing,,,,,,,,,,,7.47784,46.98173
1628429,1024718691,"Michael Necke, Allgemeinmedizin",doctors,,,,,,,,,,,8.9713566,47.7397489
1628441,1024731887,5° Alpini Battaglione Morbegno - Ex-Voto 1941 Fronte Albanese,place_of_worship,,,,,,,,,,,9.4030098,46.0292966
1628597,1024843057,Big Sterne,restaurant,,,,,,,,,,,8.2111109,47.4657349
1629014,1025124150,Kriegs-Heimkehrer-Kapelle,place_of_worship,,,,,,,,,,,8.892778,47.6710106
1629081,1025242401,Kindswiese,bench,,,,,,,,,,,9.0001589,47.7444725
1629094,1025250738,Radolfzeller Straße,bench,,,,,,,,,,,9.0035097,47.7424831
1629103,1025262598,Nid du Cro,swimming_pool,,,,,,,,fitness,,,6.9570231,46.9985155
1629124,1025273999,Dr. Zander und Kollegen,veterinary,,,,,,,,,,,9.8525144,47.584254
1629815,1025975368,Alpe Cortechiuso,shelter,,,,,,,,,wilderness_hut,,8.484758,46.0680403
1629964,1026306037,Goldenes Kreuz,restaurant,,,,,,,,,,,10.2278951,47.5219053
1630189,1026442749,Jäger,restaurant,,,,,,,,,,,7.7942309,46.9380838
1630192,1026443873,Hinterdorf,post_box,,,,,,,,,,,7.79489,46.938153
1630296,1026551673,20gradBad,swimming_pool,,,,,,,,,,,10.3684435,47.5005902
1630600,1026999818,Fontaine,drinking_water,,,,,,,,,,,6.1137969,46.2787647
1630609,1027005423,Zundelbrunnen,fountain,,,,,,,,,,,7.6577671,47.5998863
1630674,1027099886,Gasthaus Meinradsberg,restaurant,,,,,,,,,guest_house,,8.7501725,47.1252739
1630911,1027316296,Lateinschulhaus,school,,,,,,,,,,,8.2053516,47.4852677
1630982,1027335793,Souperbe - Suppenbar,restaurant,,,,,,,,,,,8.2062104,47.4847392
1631019,1027667286,Hirschenbrunnen,fountain,,,,,,,,,,,7.6612358,47.6123392
1631050,1027717929,Restaurant Bahnhof (Gleis 13),restaurant,,,,,,,,,,,7.9085299,47.3513159
1631070,1027801579,"Altglas, Altmetall, Altöl, Aluminium, Nespresso-Kapseln, Weissblech",recycling,,,,,,,,,,,7.9600989,47.5437214
1631085,1027818876,Kebap Langnau,fast_food,,,,,,,,,,,7.7965641,46.9381827
1631140,1027856064,Sattelkammer,pub,,,,,,,,,,,7.7833459,46.9410522
1631144,1027856079,Wache Langnau,police,,,,,,,,,,,7.7864251,46.9401329
1631149,1027856125,Frischmarkt,parking,,,,,,,,,,,7.785717,46.9402903
1631150,1027856128,Hirschen,restaurant,,,,,,,,,,,7.7860335,46.9401658
1631151,1027856129,Hirschen,parking,,,,,,,,,,,7.785937,46.9401329
1631152,1027856131,Hirschen,parking,,,,,,,,,,,7.7860603,46.9400633
1631155,1027856171,Keller Bar,bar,,,,,,,,,,,7.7874961,46.9382058
1631160,1027856203,Viehmarkt,recycling,,,,,,,,,,,7.7851576,46.9409016
1631163,1027856228,Ciao,cafe,,,,,,,,,,,7.786232,46.9389462
1631164,1027856232,Beutler Taxi 0344021150,taxi,,,,,,,,,,,7.7848641,46.9390121
1631165,1027856247,Swisscom Cabine,telephone,,,,,,,,,,,7.785191,46.9391031
1631169,1027856287,Buffet Langnau,cafe,,,,,,,,,,,7.7844081,46.9392795
1631170,1027856291,Pöstli,cafe,,,,,,,,,,,7.7853361,46.9389901
1631171,1027856294,Döner macht schöner,fast_food,,,,,,,,,,,7.7861944,46.9385469
1631172,1027856309,Biergarten,pub,,,,,,,,,,,7.7874443,46.9382557
1631174,1027856324,Tierarzt,veterinary,,,,,,,,,,,7.7874697,46.9381451
1631175,1027856337,il caffe,cafe,,,,,,,,,,,7.7877245,46.9381602
1631176,1027856341,Restaurant Pizzeria Bahnhof da Luca,restaurant,,,,,,,,,,,7.7844896,46.9394712
1631215,1027880730,Alters Asyl Langnau,social_facility,,,,,,,,,,,7.7945992,46.9406432
1631216,1027880731,Bädli,restaurant,,,,,,,,,,,7.7927766,46.9369316
1631221,1027880736,Musikschule Langnau,theatre,,,,,,,,,,,7.790254,46.9405095
1631224,1027880739,Stellplatz Zirkus Knie,theatre,,,,,,,,,,,7.7909044,46.9415613
1631225,1027880740,Kupferschmiede Langnau,cinema,,,,,,,,,,,7.7872447,46.9368309
1631226,1027880742,Keller Theatre,theatre,,,,,,,,,,,7.7878199,46.9390927
1631227,1027880743,Bowling,restaurant,,,,,,,,,,,7.7820156,46.9396237
1631232,1027880749,Valliantbank,bank,,,,,,,,,,,7.7851484,46.9404625
1631233,1027880750,Kupferschmiede Langnau,theatre,,,,,,,,,,,7.7871887,46.9366003
1631234,1027880751,Raiffeisen,bank,,,,,,,,,,,7.7836304,46.9408124
1631242,1027880760,Bahnhof,pharmacy,,,,,,,chemist,,,,7.7834914,46.9405647
1631248,1027880774,Rudolf Steiner Schule,school,,,,,,,,,,,7.7879111,46.939089
1631249,1027880775,BEKB,bank,,,,,,,,,,,7.7870107,46.9392223
1631251,1027880787,Kirchgemeindehaus,parking,,,,,,,,,,,7.7860048,46.9427823
1631252,1027880788,Spital,parking,,,,,,,,,,,7.7862549,46.9431284
1631253,1027880790,Kirchgemeindehaus,theatre,,,,,,,,,,,7.7856957,46.9422299
1631255,1027880799,Sekundar Schule Langnau,school,,,,,,,,,,,7.7912518,46.9402751
1631257,1027880802,Kniematte,parking,,,,,,,,,,,7.791178,46.9410741
1631260,1027880817,Gemeindeverwaltung Langnau,townhall,,,,,,,,,,,7.7860588,46.9423263
1631261,1027880825,Oberfeld Schulhaus,school,,,,,,,,,,,7.7893916,46.9416418
1631262,1027880829,Höhenweg Schulhaus,school,,,,,,,,,,,7.7877435,46.9404802
1631370,1027929918,Räblüte,pharmacy,,,,,,,,,,,7.6689967,46.7310467
1631372,1027929921,Grundschule Oberhofen,school,,,,,,,,,,,7.6683634,46.7305661
1631426,1027976400,Spital Restaurant,restaurant,,,,,,,,,,,7.7874452,46.9430697
1631491,1028007577,Union,restaurant,,,,,,,,,,,7.5902334,47.5690588
1631601,1028097113,St. Antonio,place_of_worship,,,,,,,,,,,8.4778309,46.1211454
1631611,1028104098,Corso,cinema,,,,,,,,,,,8.5466564,47.3664559
1631614,1028110200,Alpe Val Gabbio,shelter,,,,,,,,,wilderness_hut,,8.3969298,46.0490104
1631617,1028113949,Capitol,cinema,,,,,,,,,,,8.5441127,47.3778748
1631620,1028117584,Frosch Studio,cinema,,,,,,,,,,,8.5450063,47.3732915
1632153,1028800300,Dr. Frank Burkart / HNO,doctors,,,,,,,,,,,8.9781422,47.7360184
